Model_name,Model_link,Model_experiment_details,Average_open_llm_score ⬆️,ARC,HellaSwag,MMLU,TruthfulQA,Winogrande,GSM8K,Type,Architecture,Weight type,Precision,Merged,Hub License,#Params (B),Hub ❤️,Not Available on HF,Model sha,Flagged,MoE,Average_llm_safety_score ⬆️,Non-toxicity,Non-Stereotype,AdvGLUE++,OoD,Adv Demo,Privacy,Ethics,Fairness,Experiment 🧪,Prefill (s),Decode (tokens/s),Memory (MB),Energy (tokens/kWh),chatbot_arena_rank ⬆️,Arena Elo,chatbot_arena_votes,Knowledge Cutoff,No Efficiency Data,No Safety Data,No Arena Data
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.08,55.55,76.57,64.11,41.96,74.19,12.13,🟢 pretrained,LlamaForCausalLM,Original,float16,True,other,6.0,362.0,False,e00f7cbde45745a22625ac85c6ad5d5b9f27098d,True,False,,,,,,,,,,4bit-gptq-exllama-v2-eager,0.281,4.167,4383.673,55464.726,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.08,55.55,76.57,64.11,41.96,74.19,12.13,🟢 pretrained,LlamaForCausalLM,Original,float16,True,other,6.0,362.0,False,e00f7cbde45745a22625ac85c6ad5d5b9f27098d,True,False,,,,,,,,,,4bit-gptq-exllama-v1-eager,0.28,4.167,4383.673,54950.407,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.08,55.55,76.57,64.11,41.96,74.19,12.13,🟢 pretrained,LlamaForCausalLM,Original,float16,True,other,6.0,362.0,False,e00f7cbde45745a22625ac85c6ad5d5b9f27098d,True,False,,,,,,,,,,4bit-gptq-exllama-v1-sdpa,0.277,4.174,4383.672,55463.427,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.08,55.55,76.57,64.11,41.96,74.19,12.13,🟢 pretrained,LlamaForCausalLM,Original,float16,True,other,6.0,362.0,False,e00f7cbde45745a22625ac85c6ad5d5b9f27098d,True,False,,,,,,,,,,4bit-gptq-exllama-v2-sdpa,0.277,4.174,4383.672,55642.625,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.08,55.55,76.57,64.11,41.96,74.19,12.13,🟢 pretrained,LlamaForCausalLM,Original,float16,True,other,6.0,362.0,False,e00f7cbde45745a22625ac85c6ad5d5b9f27098d,True,False,,,,,,,,,,4bit-gptq-exllama-v1-fa2,0.277,4.185,4383.672,55739.185,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.08,55.55,76.57,64.11,41.96,74.19,12.13,🟢 pretrained,LlamaForCausalLM,Original,float16,True,other,6.0,362.0,False,e00f7cbde45745a22625ac85c6ad5d5b9f27098d,True,False,,,,,,,,,,4bit-gptq-exllama-v2-fa2,0.276,4.186,4383.672,55446.813,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.08,55.55,76.57,64.11,41.96,74.19,12.13,🟢 pretrained,LlamaForCausalLM,Original,float16,True,other,6.0,362.0,False,e00f7cbde45745a22625ac85c6ad5d5b9f27098d,True,False,,,,,,,,,,8bit-bnb-eager,0.124,8.071,6883.612,211093.006,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.08,55.55,76.57,64.11,41.96,74.19,12.13,🟢 pretrained,LlamaForCausalLM,Original,float16,True,other,6.0,362.0,False,e00f7cbde45745a22625ac85c6ad5d5b9f27098d,True,False,,,,,,,,,,8bit-bnb-sdpa,0.116,8.663,6883.612,220527.161,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.08,55.55,76.57,64.11,41.96,74.19,12.13,🟢 pretrained,LlamaForCausalLM,Original,float16,True,other,6.0,362.0,False,e00f7cbde45745a22625ac85c6ad5d5b9f27098d,True,False,,,,,,,,,,8bit-bnb-fa2,0.112,8.897,6883.612,216826.28,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.08,55.55,76.57,64.11,41.96,74.19,12.13,🟢 pretrained,LlamaForCausalLM,Original,float16,True,other,6.0,362.0,False,e00f7cbde45745a22625ac85c6ad5d5b9f27098d,True,False,,,,,,,,,,4bit-bnb-eager,0.276,14.196,4344.191,329893.376,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.08,55.55,76.57,64.11,41.96,74.19,12.13,🟢 pretrained,LlamaForCausalLM,Original,float16,True,other,6.0,362.0,False,e00f7cbde45745a22625ac85c6ad5d5b9f27098d,True,False,,,,,,,,,,4bit-bnb-sdpa,0.273,14.857,4344.06,343150.408,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.08,55.55,76.57,64.11,41.96,74.19,12.13,🟢 pretrained,LlamaForCausalLM,Original,float16,True,other,6.0,362.0,False,e00f7cbde45745a22625ac85c6ad5d5b9f27098d,True,False,,,,,,,,,,4bit-bnb-fa2,0.272,15.036,4344.06,348208.786,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.08,55.55,76.57,64.11,41.96,74.19,12.13,🟢 pretrained,LlamaForCausalLM,Original,float16,True,other,6.0,362.0,False,e00f7cbde45745a22625ac85c6ad5d5b9f27098d,True,False,,,,,,,,,,bfloat16-eager,0.09,28.1,12315.695,445924.052,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.08,55.55,76.57,64.11,41.96,74.19,12.13,🟢 pretrained,LlamaForCausalLM,Original,float16,True,other,6.0,362.0,False,e00f7cbde45745a22625ac85c6ad5d5b9f27098d,True,False,,,,,,,,,,float16-eager,0.089,28.357,12315.695,445340.416,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.08,55.55,76.57,64.11,41.96,74.19,12.13,🟢 pretrained,LlamaForCausalLM,Original,float16,True,other,6.0,362.0,False,e00f7cbde45745a22625ac85c6ad5d5b9f27098d,True,False,,,,,,,,,,bfloat16-sdpa,0.085,30.059,12315.695,450475.763,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.08,55.55,76.57,64.11,41.96,74.19,12.13,🟢 pretrained,LlamaForCausalLM,Original,float16,True,other,6.0,362.0,False,e00f7cbde45745a22625ac85c6ad5d5b9f27098d,True,False,,,,,,,,,,float16-sdpa,0.085,30.391,12315.695,442303.273,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.08,55.55,76.57,64.11,41.96,74.19,12.13,🟢 pretrained,LlamaForCausalLM,Original,float16,True,other,6.0,362.0,False,e00f7cbde45745a22625ac85c6ad5d5b9f27098d,True,False,,,,,,,,,,bfloat16-fa2,0.084,30.651,12315.695,457227.383,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.08,55.55,76.57,64.11,41.96,74.19,12.13,🟢 pretrained,LlamaForCausalLM,Original,float16,True,other,6.0,362.0,False,e00f7cbde45745a22625ac85c6ad5d5b9f27098d,True,False,,,,,,,,,,float16-fa2,0.084,30.799,12315.695,464769.906,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,4bit-awq-gemm-eager,0.512,2.091,4557.795,29557.958,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,4bit-awq-gemm-sdpa,0.509,2.101,4557.794,29946.055,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,4bit-awq-gemm-fa2,0.507,2.106,4557.794,29736.105,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,4bit-gptq-exllama-v2-eager,0.281,4.167,4383.673,55464.726,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,4bit-gptq-exllama-v1-eager,0.28,4.167,4383.673,54950.407,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,4bit-gptq-exllama-v1-sdpa,0.277,4.174,4383.672,55463.427,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,4bit-gptq-exllama-v2-sdpa,0.277,4.174,4383.672,55642.625,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,4bit-gptq-exllama-v1-fa2,0.277,4.185,4383.672,55739.185,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,4bit-gptq-exllama-v2-fa2,0.276,4.186,4383.672,55446.813,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,8bit-bnb-eager,0.124,8.071,6883.612,211093.006,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,8bit-bnb-sdpa,0.116,8.663,6883.612,220527.161,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,8bit-bnb-fa2,0.112,8.897,6883.612,216826.28,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,4bit-bnb-eager,0.276,14.196,4344.191,329893.376,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,4bit-bnb-sdpa,0.273,14.857,4344.06,343150.408,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,4bit-bnb-fa2,0.272,15.036,4344.06,348208.786,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,bfloat16-eager,0.09,28.1,12315.695,445924.052,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,float16-eager,0.089,28.357,12315.695,445340.416,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,bfloat16-sdpa,0.085,30.059,12315.695,450475.763,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,float16-sdpa,0.085,30.391,12315.695,442303.273,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,bfloat16-fa2,0.084,30.651,12315.695,457227.383,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,float16-fa2,0.084,30.799,12315.695,464769.906,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,4bit-awq-gemm-eager,0.512,2.091,4557.795,29557.958,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,4bit-awq-gemm-sdpa,0.509,2.101,4557.794,29946.055,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,4bit-awq-gemm-fa2,0.507,2.106,4557.794,29736.105,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,4bit-gptq-exllama-v2-eager,0.281,4.167,4383.673,55464.726,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,4bit-gptq-exllama-v1-eager,0.28,4.167,4383.673,54950.407,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,4bit-gptq-exllama-v1-sdpa,0.277,4.174,4383.672,55463.427,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,4bit-gptq-exllama-v2-sdpa,0.277,4.174,4383.672,55642.625,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,4bit-gptq-exllama-v1-fa2,0.277,4.185,4383.672,55739.185,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,4bit-gptq-exllama-v2-fa2,0.276,4.186,4383.672,55446.813,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,8bit-bnb-eager,0.124,8.071,6883.612,211093.006,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,8bit-bnb-sdpa,0.116,8.663,6883.612,220527.161,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,8bit-bnb-fa2,0.112,8.897,6883.612,216826.28,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,4bit-bnb-eager,0.276,14.196,4344.191,329893.376,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,4bit-bnb-sdpa,0.273,14.857,4344.06,343150.408,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,4bit-bnb-fa2,0.272,15.036,4344.06,348208.786,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,bfloat16-eager,0.09,28.1,12315.695,445924.052,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,float16-eager,0.089,28.357,12315.695,445340.416,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,bfloat16-sdpa,0.085,30.059,12315.695,450475.763,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,float16-sdpa,0.085,30.391,12315.695,442303.273,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,bfloat16-fa2,0.084,30.651,12315.695,457227.383,,,,,False,True,True
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-6B,54.02,55.55,76.42,63.85,41.86,73.8,12.66,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,other,6.0,362.0,False,d8029c814d8faa68e1aef2e488f668a3af5d1a8a,True,False,,,,,,,,,,float16-fa2,0.084,30.799,12315.695,464769.906,,,,,False,True,True
01-ai/Yi-9B,https://huggingface.co/01-ai/Yi-9B,https://huggingface.co/datasets/open-llm-leaderboard/details_01-ai__Yi-9B,63.17,61.18,78.82,70.06,42.45,77.51,48.98,🟩 continuously pretrained,LlamaForCausalLM,Original,bfloat16,True,other,8.0,177.0,False,6868e9775d48a9b6a1ae0653ff8865a438691a9c,True,False,,,,,,,,,,,,,,,,,,,True,True,True
